Attraction,CityName,Country,AttractionType,VisitCount,AverageRating,RecommendationScore
Nusa Dua Beach,Douala,Morocco,Beaches,1,5.0,0.4445108289768484
Tanah Lot Temple,Douala,St Martin / St Maarten,Religious Sites,1,5.0,0.4445108289768484
Mount Semeru Volcano,South Region,Japan,Volcanos,1,5.0,0.4445108289768484
Goa Cina Beach,South Region,Philippines,Beaches,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Mariana Islands,Water Parks,1,5.0,0.4445108289768484
Goa Cina Beach,South Region,Malaysia,Beaches,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Kyrgyzstan,Water Parks,1,5.0,0.4445108289768484
Jomblang Cave,N'Djamena,Malta,Caverns & Caves,1,5.0,0.4445108289768484
Jomblang Cave,N'Djamena,Germany,Caverns & Caves,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Maldives,Water Parks,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Botswana,Beaches,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Azerbaijan,Beaches,1,5.0,0.4445108289768484
Jomblang Cave,N'Djamena,Canada,Caverns & Caves,1,5.0,0.4445108289768484
Sanur Beach,Douala,Puerto Rico,Beaches,1,5.0,0.4445108289768484
Waterbom Bali,Douala,Morocco,Water Parks,1,5.0,0.4445108289768484
Jodipan Colorful Village,South Region,Germany,Neighborhoods,1,5.0,0.4445108289768484
Sanur Beach,Douala,Nepal,Beaches,1,5.0,0.4445108289768484
Seminyak Beach,Douala,Brunei Darussalam,Beaches,1,5.0,0.4445108289768484
Sanur Beach,Douala,NIGERIA,Beaches,1,5.0,0.4445108289768484
Jodipan Colorful Village,South Region,Brazil,Neighborhoods,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Montenegro,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Jodipan Colorful Village,South Region,Belgium,Neighborhoods,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Moldova,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Colombia,Beaches,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Ghana,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,Mongolia,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Tegalalang Rice Terrace,Douala,French Polynesia,Points of Interest & Landmarks,1,5.0,0.4445108289768484
Nusa Dua Beach,Douala,Kenya,Beaches,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Czech Republic,National Parks,1,5.0,0.4445108289768484
Sanur Beach,Douala,Palestine,Beaches,1,5.0,0.4445108289768484
Yogyakarta Palace,N'Djamena,Malta,Historic Sites,1,5.0,0.4445108289768484
Balekambang Beach,South Region,Australia,Beaches,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Brazil,National Parks,1,5.0,0.4445108289768484
Bromo Tengger Semeru National Park,South Region,Bangladesh,National Parks,1,5.0,0.4445108289768484
Uluwatu Temple,Douala,Taiwan,Religious Sites,7,3.5714285714285716,0.44197162061239725
Yogyakarta Palace,N'Djamena,Thailand,Historic Sites,9,3.2222222222222223,0.4393577296489917
Malang City Square,South Region,Australia,Points of Interest & Landmarks,8,3.375,0.43741598207617627
Kuta Beach - Bali,Douala,Ireland,Beaches,9,3.111111111111111,0.43547423450336065
Seminyak Beach,Douala,Denmark,Beaches,9,3.111111111111111,0.43547423450336065
Kuta Beach - Bali,Douala,Pakistan,Beaches,9,3.111111111111111,0.43547423450336065
Yogyakarta Palace,N'Djamena,New Zealand,Historic Sites,9,3.111111111111111,0.43547423450336065
Malioboro Road,N'Djamena,Japan,Flea & Street Markets,6,3.6666666666666665,0.43002240477968634
Sacred Monkey Forest Sanctuary,Douala,Brunei Darussalam,Nature & Wildlife Areas,6,3.6666666666666665,0.43002240477968634
Nusa Dua Beach,Douala,Georgia,Beaches,6,3.6666666666666665,0.43002240477968634
Kuta Beach - Bali,Douala,Brazil,Beaches,12,2.4166666666666665,0.42785660941000747
Seminyak Beach,Douala,Finland,Beaches,8,3.25,0.4274085138162808
Uluwatu Temple,Douala,Austria,Religious Sites,5,3.8,0.4272591486183719
Tegenungan Waterfall,Douala,Bulgaria,Waterfalls,5,3.8,0.4272591486183719
Merapi Volcano,N'Djamena,Philippines,Volcanos,5,3.8,0.4272591486183719
Tegenungan Waterfall,Douala,Saudi Arabia,Waterfalls,5,3.8,0.4272591486183719
Uluwatu Temple,Douala,South Korea,Religious Sites,5,3.8,0.4272591486183719
Seminyak Beach,Douala,Cambodia,Beaches,7,3.4285714285714284,0.4241971620612397
Seminyak Beach,Douala,Austria,Beaches,7,3.4285714285714284,0.4241971620612397
Kuta Beach - Bali,Douala,Taiwan,Beaches,8,3.125,0.4230769230769231
Malioboro Road,N'Djamena,Czech Republic,Flea & Street Markets,8,3.125,0.4230769230769231
Kuta Beach - Bali,Douala,Portugal,Beaches,9,3.0,0.41844660194174754
Ratu Boko Temple,N'Djamena,Georgia,Ancient Ruins,10,2.9,0.41374159820761763
Sanur Beach,Douala,Portugal,Beaches,3,4.0,0.4132188200149365
Sacred Monkey Forest Sanctuary,Douala,Asia,Nature & Wildlife Areas,3,4.0,0.4132188200149365
Tanah Lot Temple,Douala,East Timor,Religious Sites,3,4.0,0.4132188200149365
Seminyak Beach,Douala,Malta,Beaches,3,4.0,0.4132188200149365
Nusa Dua Beach,Douala,Lithuania,Beaches,3,4.0,0.4132188200149365
Nusa Dua Beach,Douala,Russia,Beaches,3,4.0,0.4132188200149365
Tegalalang Rice Terrace,Douala,Colombia,Points of Interest & Landmarks,3,4.0,0.4132188200149365
Uluwatu Temple,Douala,Georgia,Religious Sites,3,4.0,0.4132188200149365
Uluwatu Temple,Douala,Lithuania,Religious Sites,3,4.0,0.4132188200149365
Uluwatu Temple,Douala,Luxembourg,Religious Sites,3,4.0,0.4132188200149365
Sacred Monkey Forest Sanctuary,Douala,Tunisia,Nature & Wildlife Areas,3,4.0,0.4132188200149365
Waterbom Bali,Douala,Jordan,Water Parks,3,4.0,0.4132188200149365
Tanah Lot Temple,Douala,Nepal,Religious Sites,3,4.0,0.4132188200149365
Sanur Beach,Douala,Latvia,Beaches,7,3.2857142857142856,0.413144137415982
Seminyak Beach,Douala,Brazil,Beaches,7,3.2857142857142856,0.413144137415982
Kalibiru National Park,N'Djamena,Malaysia,National Parks,7,3.2857142857142856,0.413144137415982
Tegenungan Waterfall,Douala,Sweden,Waterfalls,10,2.8,0.4122479462285288
Sewu Temple,N'Djamena,France,Ancient Ruins,6,3.5,0.41090365944734875
Malioboro Road,N'Djamena,France,Flea & Street Markets,6,3.5,0.41090365944734875
Yogyakarta Palace,N'Djamena,Germany,Historic Sites,6,3.5,0.41090365944734875
Ramayana Ballet at Prambanan,N'Djamena,Netherlands,Ballets,6,3.5,0.41090365944734875
Sanur Beach,Douala,Cyprus,Beaches,6,3.5,0.41090365944734875
Sacred Monkey Forest Sanctuary,Douala,Cambodia,Nature & Wildlife Areas,8,3.0,0.4050037341299477
Kuta Beach - Bali,Douala,Norway,Beaches,8,3.0,0.4050037341299477
Kuta Beach - Bali,Douala,Finland,Beaches,8,3.0,0.4050037341299477
Kalibiru National Park,N'Djamena,Georgia,National Parks,5,3.6,0.40067214339059
Water Castle (Tamansari),N'Djamena,India,Points of Interest & Landmarks,5,3.6,0.40067214339059
Sanur Beach,Douala,Austria,Beaches,5,3.6,0.40067214339059
Malioboro Road,N'Djamena,South Korea,Flea & Street Markets,5,3.6,0.40067214339059
Kuta Beach - Bali,Douala,Czech Republic,Beaches,9,2.2222222222222223,0.39604182225541446
Sanur Beach,Douala,Poland,Beaches,6,3.3333333333333335,0.39596713965646
Kuta Beach - Bali,Douala,Chile,Beaches,6,3.3333333333333335,0.39596713965646
Kuta Beach - Bali,Douala,Hungary,Beaches,6,3.3333333333333335,0.39596713965646
Sanur Beach,Douala,Greece,Beaches,4,3.75,0.3945481702763256
Sanur Beach,Douala,Estonia,Beaches,4,3.75,0.3945481702763256
Nusa Dua Beach,Douala,Greece,Beaches,4,3.75,0.3945481702763256
Kuta Beach - Bali,Douala,Slovakia,Beaches,4,3.75,0.3945481702763256
Coban Rondo Waterfall,South Region,Malaysia,Waterfalls,4,3.75,0.3945481702763256
Malioboro Road,N'Djamena,Austria,Flea & Street Markets,4,3.75,0.3945481702763256
Tanah Lot Temple,Douala,Mauritius,Religious Sites,4,3.75,0.3945481702763256
Sanur Beach,Douala,Slovakia,Beaches,8,2.875,0.3894697535474234
Kuta Beach - Bali,Douala,Denmark,Beaches,7,3.0,0.38820014936519787
Kuta Beach - Bali,Douala,Switzerland,Beaches,7,3.0,0.38820014936519787
Kuta Beach - Bali,Douala,Estonia,Beaches,5,3.4,0.37781926811053024
Kuta Beach - Bali,Douala,Iran,Beaches,5,3.4,0.37781926811053024
Tegenungan Waterfall,Douala,Russia,Waterfalls,5,3.4,0.37781926811053024
Kuta Beach - Bali,Douala,Georgia,Beaches,5,3.4,0.37781926811053024
Waterbom Bali,Douala,Finland,Water Parks,5,3.4,0.37781926811053024
Kuta Beach - Bali,Douala,Cambodia,Beaches,7,2.857142857142857,0.3722180731889469
Kuta Beach - Bali,Douala,Turkey,Beaches,7,2.857142857142857,0.3722180731889469
Kuta Beach - Bali,Douala,Poland,Beaches,6,3.0,0.36669156086631816
Nusa Dua Beach,Douala,Denmark,Beaches,6,3.0,0.36669156086631816
Seminyak Beach,Douala,Poland,Beaches,6,3.0,0.36669156086631816
Sanur Beach,Douala,Turkey,Beaches,5,3.2,0.36452576549663923
Yogyakarta Palace,N'Djamena,Spain,Historic Sites,5,3.2,0.36452576549663923
Merapi Volcano,N'Djamena,Bahrain,Volcanos,4,3.5,0.3636295743091859
Sanur Beach,Douala,Russia,Beaches,4,3.5,0.3636295743091859
Kuta Beach - Bali,Douala,Croatia,Beaches,4,3.5,0.3636295743091859
Ramayana Ballet at Prambanan,N'Djamena,South Africa,Ballets,4,3.5,0.3636295743091859
Kuta Beach - Bali,Douala,Iceland,Beaches,4,3.5,0.3636295743091859
Coban Rondo Waterfall,South Region,Netherlands,Waterfalls,2,4.0,0.3522778192681105
Sempu Island,South Region,India,Nature & Wildlife Areas,2,4.0,0.3522778192681105
Kuta Beach - Bali,Douala,East Timor,Beaches,2,4.0,0.3522778192681105
Yogyakarta Palace,N'Djamena,Austria,Historic Sites,2,4.0,0.3522778192681105
Bromo Tengger Semeru National Park,South Region,Saudi Arabia,National Parks,2,4.0,0.3522778192681105
Waterbom Bali,Douala,Costa Rica,Water Parks,2,4.0,0.3522778192681105
Nusa Dua Beach,Douala,Maldives,Beaches,2,4.0,0.3522778192681105
Tegalalang Rice Terrace,Douala,Myanmar,Points of Interest & Landmarks,2,4.0,0.3522778192681105
Tegalalang Rice Terrace,Douala,Curacao,Points of Interest & Landmarks,2,4.0,0.3522778192681105
Jomblang Cave,N'Djamena,Australia,Caverns & Caves,2,4.0,0.3522778192681105
Waterbom Bali,Douala,Honduras,Water Parks,2,4.0,0.3522778192681105
Nusa Dua Beach,Douala,Montenegro,Beaches,2,4.0,0.3522778192681105
Tegalalang Rice Terrace,Douala,Nepal,Points of Interest & Landmarks,2,4.0,0.3522778192681105
Nusa Dua Beach,Douala,Lebanon,Beaches,2,4.0,0.3522778192681105
Seminyak Beach,Douala,Estonia,Beaches,2,4.0,0.3522778192681105
Merapi Volcano,N'Djamena,United Arab Emirates,Volcanos,2,4.0,0.3522778192681105
Seminyak Beach,Douala,Lithuania,Beaches,2,4.0,0.3522778192681105
Ramayana Ballet at Prambanan,N'Djamena,China,Ballets,2,4.0,0.3522778192681105
Tegalalang Rice Terrace,Douala,Puerto Rico,Points of Interest & Landmarks,2,4.0,0.3522778192681105
Tanah Lot Temple,Douala,Slovakia,Religious Sites,2,4.0,0.3522778192681105
Seminyak Beach,Douala,Puerto Rico,Beaches,2,4.0,0.3522778192681105
Sanur Beach,Douala,Malta,Beaches,2,4.0,0.3522778192681105
Coban Rondo Waterfall,South Region,Singapore,Waterfalls,2,4.0,0.3522778192681105
Tegenungan Waterfall,Douala,South Korea,Waterfalls,2,4.0,0.3522778192681105
Tanah Lot Temple,Douala,Croatia,Religious Sites,2,4.0,0.3522778192681105
Sacred Monkey Forest Sanctuary,Douala,Nicaragua,Nature & Wildlife Areas,2,4.0,0.3522778192681105
Tegenungan Waterfall,Douala,Israel,Waterfalls,2,4.0,0.3522778192681105
Tanah Lot Temple,Douala,Bahrain,Religious Sites,2,4.0,0.3522778192681105
Uluwatu Temple,Douala,Europe,Religious Sites,2,4.0,0.3522778192681105
Uluwatu Temple,Douala,Angola,Religious Sites,2,4.0,0.3522778192681105
Kuta Beach - Bali,Douala,Oman,Beaches,2,4.0,0.3522778192681105
Kuta Beach - Bali,Douala,Palestine,Beaches,2,4.0,0.3522778192681105
Ullen Sentalu Museum,N'Djamena,Philippines,History Museums,6,2.5,0.3468259895444361
Tegalalang Rice Terrace,Douala,Ecuador,Points of Interest & Landmarks,3,3.6666666666666665,0.3455563853622106
Uluwatu Temple,Douala,Serbia,Religious Sites,3,3.6666666666666665,0.3455563853622106
Tanah Lot Temple,Douala,Pakistan,Religious Sites,3,3.6666666666666665,0.3455563853622106
Uluwatu Temple,Douala,Slovenia,Religious Sites,3,3.6666666666666665,0.3455563853622106
Yogyakarta Palace,N'Djamena,Mexico,Historic Sites,3,3.6666666666666665,0.3455563853622106
Sanur Beach,Douala,Mariana Islands,Beaches,3,3.6666666666666665,0.3455563853622106
Kuta Beach - Bali,Douala,Mongolia,Beaches,3,3.6666666666666665,0.3455563853622106
Sacred Monkey Forest Sanctuary,Douala,Morocco,Nature & Wildlife Areas,3,3.6666666666666665,0.3455563853622106
Tanah Lot Temple,Douala,Myanmar,Religious Sites,3,3.6666666666666665,0.3455563853622106
Kuta Beach - Bali,Douala,Egypt,Beaches,6,2.3333333333333335,0.34473487677371173
Nusa Dua Beach,Douala,Slovenia,Beaches,4,3.25,0.3418222554144884
Yogyakarta Palace,N'Djamena,Slovenia,Historic Sites,4,3.25,0.3418222554144884
Tanah Lot Temple,Douala,Austria,Religious Sites,4,3.25,0.3418222554144884
Ramayana Ballet at Prambanan,N'Djamena,Japan,Ballets,4,3.25,0.3418222554144884
Tegenungan Waterfall,Douala,Croatia,Waterfalls,4,3.25,0.3418222554144884
Tegenungan Waterfall,Douala,Brunei Darussalam,Waterfalls,4,3.25,0.3418222554144884
Tegenungan Waterfall,Douala,Vietnam,Waterfalls,4,3.25,0.3418222554144884
Kuta Beach - Bali,Douala,Mexico,Beaches,4,3.25,0.3418222554144884
Sanur Beach,Douala,Bulgaria,Beaches,5,2.8,0.32733383121732634
Merapi Volcano,N'Djamena,Belgium,Volcanos,5,2.8,0.32733383121732634
Yogyakarta Palace,N'Djamena,India,Historic Sites,5,2.6,0.32584017923823744
Tanah Lot Temple,Douala,Cyprus,Religious Sites,3,3.3333333333333335,0.3115011202389843
Malioboro Road,N'Djamena,Belgium,Flea & Street Markets,3,3.3333333333333335,0.3115011202389843
Seminyak Beach,Douala,Cyprus,Beaches,3,3.3333333333333335,0.3115011202389843
Ramayana Ballet at Prambanan,N'Djamena,Taiwan,Ballets,3,3.3333333333333335,0.3115011202389843
Kuta Beach - Bali,Douala,Costa Rica,Beaches,3,3.3333333333333335,0.3115011202389843
Kuta Beach - Bali,Douala,Ecuador,Beaches,3,3.3333333333333335,0.3115011202389843
Coban Rondo Waterfall,South Region,Australia,Waterfalls,3,3.3333333333333335,0.3115011202389843
Merapi Volcano,N'Djamena,Denmark,Volcanos,3,3.3333333333333335,0.3115011202389843
Sempu Island,South Region,Malaysia,Nature & Wildlife Areas,3,3.3333333333333335,0.3115011202389843
Kuta Beach - Bali,Douala,Asia,Beaches,3,3.3333333333333335,0.3115011202389843
Uluwatu Temple,Douala,Nepal,Religious Sites,4,2.75,0.30209111277072437
Kuta Beach - Bali,Douala,Greece,Beaches,4,2.5,0.2995519044062733
Kuta Beach - Bali,Douala,Argentina,Beaches,4,2.0,0.29447348767737114
Tegalalang Rice Terrace,Douala,Fiji,Points of Interest & Landmarks,3,3.0,0.28222554144884243
Water Castle (Tamansari),N'Djamena,Netherlands,Points of Interest & Landmarks,3,3.0,0.28222554144884243
Uluwatu Temple,Douala,Laos,Religious Sites,3,3.0,0.28222554144884243
Yogyakarta Palace,N'Djamena,Switzerland,Historic Sites,3,3.0,0.28222554144884243
Seminyak Beach,Douala,Costa Rica,Beaches,3,3.0,0.28222554144884243
Yogyakarta Palace,N'Djamena,Philippines,Historic Sites,3,3.0,0.28222554144884243
Ratu Boko Temple,N'Djamena,Portugal,Ancient Ruins,2,3.5,0.26549663928304706
Yogyakarta Palace,N'Djamena,Taiwan,Historic Sites,2,3.5,0.26549663928304706
Tanah Lot Temple,Douala,Chile,Religious Sites,2,3.5,0.26549663928304706
Nusa Dua Beach,Douala,Israel,Beaches,2,3.5,0.26549663928304706
Sewu Temple,N'Djamena,Denmark,Ancient Ruins,2,3.5,0.26549663928304706
Ratu Boko Temple,N'Djamena,Canada,Ancient Ruins,2,3.5,0.26549663928304706
Malang City Square,South Region,United Kingdom,Points of Interest & Landmarks,2,3.5,0.26549663928304706
Tanah Lot Temple,Douala,Norway,Religious Sites,2,3.5,0.26549663928304706
Sacred Monkey Forest Sanctuary,Douala,Europe,Nature & Wildlife Areas,2,3.5,0.26549663928304706
Goa Cina Beach,South Region,India,Beaches,2,3.5,0.26549663928304706
Uluwatu Temple,Douala,Israel,Religious Sites,2,3.5,0.26549663928304706
Seminyak Beach,Douala,Serbia,Beaches,2,3.5,0.26549663928304706
Tanah Lot Temple,Douala,Latvia,Religious Sites,2,3.5,0.26549663928304706
Kuta Beach - Bali,Douala,Jordan,Beaches,2,3.5,0.26549663928304706
Tegalalang Rice Terrace,Douala,Iceland,Points of Interest & Landmarks,2,3.5,0.26549663928304706
Seminyak Beach,Douala,Chile,Beaches,2,3.5,0.26549663928304706
Sacred Monkey Forest Sanctuary,Douala,Vanuatu,Nature & Wildlife Areas,2,3.5,0.26549663928304706
Tegenungan Waterfall,Douala,Hungary,Waterfalls,2,3.5,0.26549663928304706
Kuta Beach - Bali,Douala,South Korea,Beaches,2,3.5,0.26549663928304706
Sacred Monkey Forest Sanctuary,Douala,Myanmar,Nature & Wildlife Areas,2,3.5,0.26549663928304706
Tegalalang Rice Terrace,Douala,Costa Rica,Points of Interest & Landmarks,2,3.5,0.26549663928304706
Waterbom Bali,Douala,Georgia,Water Parks,2,3.5,0.26549663928304706
Sanur Beach,Douala,Iceland,Beaches,2,3.5,0.26549663928304706
Tegenungan Waterfall,Douala,Myanmar,Waterfalls,2,3.5,0.26549663928304706
Malang City Square,South Region,United States,Points of Interest & Landmarks,2,3.5,0.26549663928304706
Uluwatu Temple,Douala,Asia,Religious Sites,2,3.5,0.26549663928304706
Tanah Lot Temple,Douala,Oman,Religious Sites,3,2.6666666666666665,0.2644510828976848
Sanur Beach,Douala,Qatar,Beaches,3,2.6666666666666665,0.2644510828976848
Kuta Beach - Bali,Douala,Serbia,Beaches,3,2.3333333333333335,0.260268857356236
Yogyakarta Palace,N'Djamena,United Arab Emirates,Historic Sites,1,4.0,0.23778939507094848
Balekambang Beach,South Region,Belgium,Beaches,1,4.0,0.23778939507094848
Bromo Tengger Semeru National Park,South Region,Brunei Darussalam,National Parks,1,4.0,0.23778939507094848
Bromo Tengger Semeru National Park,South Region,United Arab Emirates,National Parks,1,4.0,0.23778939507094848
Balekambang Beach,South Region,New Zealand,Beaches,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Fiji,Beaches,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Iraq,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Argentina,Beaches,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Jamaica,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Sanur Beach,Douala,Oman,Beaches,1,4.0,0.23778939507094848
Museum Malang Tempo Doeloe,South Region,India,Speciality Museums,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Laos,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,St Martin / St Maarten,Waterfalls,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Tunisia,Waterfalls,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Turks and Caicos Islands,Waterfalls,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Yemen,Waterfalls,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Barbados,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Sanur Beach,Douala,Ukraine,Beaches,1,4.0,0.23778939507094848
Sanur Beach,Douala,Mozambique,Beaches,1,4.0,0.23778939507094848
Sanur Beach,Douala,Monaco,Beaches,1,4.0,0.23778939507094848
Sanur Beach,Douala,Hong Kong,Beaches,1,4.0,0.23778939507094848
Malang City Square,South Region,India,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Kazakhstan,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Costa Rica,Religious Sites,1,4.0,0.23778939507094848
Sewu Temple,N'Djamena,Hungary,Ancient Ruins,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Palestine,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Ghana,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Malang City Square,South Region,Belgium,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Malioboro Road,N'Djamena,Croatia,Flea & Street Markets,1,4.0,0.23778939507094848
Malioboro Road,N'Djamena,Denmark,Flea & Street Markets,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Iceland,Waterfalls,1,4.0,0.23778939507094848
Sanur Beach,Douala,Iran,Beaches,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Bahrain,Beaches,1,4.0,0.23778939507094848
Waterbom Bali,Douala,Israel,Water Parks,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Rwanda,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Fiji,Religious Sites,1,4.0,0.23778939507094848
Jomblang Cave,N'Djamena,Netherlands,Caverns & Caves,1,4.0,0.23778939507094848
Goa Cina Beach,South Region,United States,Beaches,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Palestine,Waterfalls,1,4.0,0.23778939507094848
Malang City Square,South Region,Thailand,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Puerto Rico,Waterfalls,1,4.0,0.23778939507094848
Tanah Lot Temple,Douala,Kuwait,Religious Sites,1,4.0,0.23778939507094848
Tanah Lot Temple,Douala,Jamaica,Religious Sites,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Algeria,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Ghana,Beaches,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Kenya,Beaches,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Costa Rica,Beaches,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Asia,Beaches,1,4.0,0.23778939507094848
Mount Semeru Volcano,South Region,Italy,Volcanos,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Namibia,Beaches,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Cameroon,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Cape Verde,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Seychelles,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Ukraine,Beaches,1,4.0,0.23778939507094848
Sempu Island,South Region,Australia,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Sempu Island,South Region,Netherlands,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Fiji,Waterfalls,1,4.0,0.23778939507094848
Sempu Island,South Region,Poland,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Malta,Waterfalls,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Latvia,Waterfalls,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Grand Cayman,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Waterbom Bali,Douala,Cyprus,Water Parks,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Montenegro,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Ecuador,Beaches,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Trinidad and Tobago,Beaches,1,4.0,0.23778939507094848
Tanah Lot Temple,Douala,Peru,Religious Sites,1,4.0,0.23778939507094848
Sanur Beach,Douala,Dominican Republic,Beaches,1,4.0,0.23778939507094848
Water Castle (Tamansari),N'Djamena,Italy,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Kuta Beach - Bali,Douala,Brunei Darussalam,Beaches,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Malta,Religious Sites,1,4.0,0.23778939507094848
Kuta Beach - Bali,Douala,Malta,Beaches,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Guatemala,Religious Sites,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Kuwait,Religious Sites,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Morocco,Religious Sites,1,4.0,0.23778939507094848
Seminyak Beach,Douala,French Polynesia,Beaches,1,4.0,0.23778939507094848
Kuta Beach - Bali,Douala,Mariana Islands,Beaches,1,4.0,0.23778939507094848
Merapi Volcano,N'Djamena,Thailand,Volcanos,1,4.0,0.23778939507094848
Merapi Volcano,N'Djamena,Lithuania,Volcanos,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Turks and Caicos Islands,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Mount Semeru Volcano,South Region,Thailand,Volcanos,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Luxembourg,Beaches,1,4.0,0.23778939507094848
Tegalalang Rice Terrace,Douala,Asia,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Tegenungan Waterfall,Douala,Costa Rica,Waterfalls,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Slovenia,Beaches,1,4.0,0.23778939507094848
Sacred Monkey Forest Sanctuary,Douala,Turks and Caicos Islands,Nature & Wildlife Areas,1,4.0,0.23778939507094848
Kuta Beach - Bali,Douala,Lebanon,Beaches,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Senegal,Religious Sites,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Montenegro,Beaches,1,4.0,0.23778939507094848
Water Castle (Tamansari),N'Djamena,Belgium,Points of Interest & Landmarks,1,4.0,0.23778939507094848
Merapi Volcano,N'Djamena,Spain,Volcanos,1,4.0,0.23778939507094848
Kuta Beach - Bali,Douala,Cyprus,Beaches,1,4.0,0.23778939507094848
Nusa Dua Beach,Douala,Panama,Beaches,1,4.0,0.23778939507094848
Coban Rondo Waterfall,South Region,Belgium,Waterfalls,1,4.0,0.23778939507094848
Coban Rondo Waterfall,South Region,Saudi Arabia,Waterfalls,1,4.0,0.23778939507094848
Seminyak Beach,Douala,Mongolia,Beaches,1,4.0,0.23778939507094848
Uluwatu Temple,Douala,Republic of North Macedonia,Religious Sites,1,4.0,0.23778939507094848
Jodipan Colorful Village,South Region,India,Neighborhoods,1,4.0,0.23778939507094848
